ANTON,ANTON,Antonio Moreno Taquer?a,Antonio Moreno Taquer?a,Antonio Moreno,Antonio Moreno,Owner,Owner,Mataderos  2312,Mataderos  2312,M?xico D.F.,M?xico D.F.,,,05023,05023,Mexico,Mexico,(5) 555-3932,(5) 555-3932,,,10365,10365,ANTON,3,3,1996-11-27 00:00:00,1996-11-27 00:00:00,1996-12-25 00:00:00,1996-12-25 00:00:00,1996-12-02 00:00:00,1996-12-02 00:00:00,2,2,22.0000,22.0000,Antonio Moreno Taquería,Antonio Moreno Taquería,Mataderos  2312,Mataderos  2312,México D.F.,México D.F.,,,05023,05023,Mexico,Mexico,
ANTON,ANTON,Antonio Moreno Taquer?a,Antonio Moreno Taquer?a,Antonio Moreno,Antonio Moreno,Owner,Owner,Mataderos  2312,Mataderos  2312,M?xico D.F.,M?xico D.F.,,,05023,05023,Mexico,Mexico,(5) 555-3932,(5) 555-3932,,,10507,10507,ANTON,7,7,1997-04-15 00:00:00,1997-04-15 00:00:00,1997-05-13 00:00:00,1997-05-13 00:00:00,1997-04-22 00:00:00,1997-04-22 00:00:00,1,1,47.4500,47.4500,Antonio Moreno Taquería,Antonio Moreno Taquería,Mataderos  2312,Mataderos  2312,México D.F.,México D.F.,,,05023,05023,Mexico,Mexico,
ANTON,ANTON,Antonio Moreno Taquer?a,Antonio Moreno Taquer?a,Antonio Moreno,Antonio Moreno,Owner,Owner,Mataderos  2312,Mataderos  2312,M?xico D.F.,M?xico D.F.,,,05023,05023,Mexico,Mexico,(5) 555-3932,(5) 555-3932,,,10535,10535,ANTON,4,4,1997-05-13 00:00:00,1997-05-13 00:00:00,1997-06-10 00:00:00,1997-06-10 00:00:00,1997-05-21 00:00:00,1997-05-21 00:00:00,1,1,15.6400,15.6400,Antonio Moreno Taquería,Antonio Moreno Taquería,Mataderos  2312,Mataderos  2312,México D.F.,México D.F.,,,05023,05023,Mexico,Mexico,
ANTON,ANTON,Antonio Moreno Taquer?a,Antonio Moreno Taquer?a,Antonio Moreno,Antonio Moreno,Owner,Owner,Mataderos  2312,Mataderos  2312,M?xico D.F.,M?xico D.F.,,,05023,05023,Mexico,Mexico,(5) 555-3932,(5) 555-3932,,,10573,10573,ANTON,7,7,1997-06-19 00:00:00,1997-06-19 00:00:00,1997-07-17 00:00:00,1997-07-17 00:00:00,1997-06-20 00:00:00,1997-06-20 00:00:00,3,3,84.8400,84.8400,Antonio Moreno Taquería,Antonio Moreno Taquería,Mataderos  2312,Mataderos  2312,México D.F.,México D.F.,,,05023,05023,Mexico,Mexico,
ANTON,ANTON,Antonio Moreno Taquer?a,Antonio Moreno Taquer?a,Antonio Moreno,Antonio Moreno,Owner,Owner,Mataderos  2312,Mataderos  2312,M?xico D.F.,M?xico D.F.,,,05023,05023,Mexico,Mexico,(5) 555-3932,(5) 555-3932,,,10677,10677,ANTON,1,1,1997-09-22 00:00:00,1997-09-22 00:00:00,1997-10-20 00:00:00,1997-10-20 00:00:00,1997-09-26 00:00:00,1997-09-26 00:00:00,3,3,4.0300,4.0300,Antonio Moreno Taquería,Antonio Moreno Taquería,Mataderos  2312,Mataderos  2312,México D.F.,México D.F.,,,05023,05023,Mexico,Mexico,
ANTON,ANTON,Antonio Moreno Taquer?a,Antonio Moreno Taquer?a,Antonio Moreno,Antonio Moreno,Owner,Owner,Mataderos  2312,Mataderos  2312,M?xico D.F.,M?xico D.F.,,,05023,05023,Mexico,Mexico,(5) 555-3932,(5) 555-3932,,,10682,10682,ANTON,3,3,1997-09-25 00:00:00,1997-09-25 00:00:00,1997-10-23 00:00:00,1997-10-23 00:00:00,1997-10-01 00:00:00,1997-10-01 00:00:00,2,2,36.1300,36.1300,Antonio Moreno Taquería,Antonio Moreno Taquería,Mataderos  2312,Mataderos  2312,México D.F.,México D.F.,,,05023,05023,Mexico,Mexico,
ANTON,ANTON,Antonio Moreno Taquer?a,Antonio Moreno Taquer?a,Antonio Moreno,Antonio Moreno,Owner,Owner,Mataderos  2312,Mataderos  2312,M?xico D.F.,M?xico D.F.,,,05023,05023,Mexico,Mexico,(5) 555-3932,(5) 555-3932,,,10856,10856,ANTON,3,3,1998-01-28 00:00:00,1998-01-28 00:00:00,1998-02-25 00:00:00,1998-02-25 00:00:00,1998-02-10 00:00:00,1998-02-10 00:00:00,2,2,58.4300,58.4300,Antonio Moreno Taquería,Antonio Moreno Taquería,Mataderos  2312,Mataderos  2312,México D.F.,México D.F.,,,05023,05023,Mexico,Mexico,
AROUT,AROUT,Around the Horn,Around the Horn,Thomas Hardy,Thomas Hardy,Sales Representative,Sales Representative,120 Hanover Sq.,120 Hanover Sq.,London,London,,,WA1 1DP,WA1 1DP,UK,UK,(171) 555-7788,(171) 555-7788,(171) 555-6750,(171) 555-6750,10355,10355,AROUT,6,6,1996-11-15 00:00:00,1996-11-15 00:00:00,1996-12-13 00:00:00,1996-12-13 00:00:00,1996-11-20 00:00:00,1996-11-20 00:00:00,1,1,41.9500,41.9500,Around the Horn,Around the Horn,Brook Farm Stratford St. Mary,Brook Farm Stratford St. Mary,Colchester,Colchester,Essex,Essex,CO7 6JX,CO7 6JX,UK,UK,
AROUT,AROUT,Around the Horn,Around the Horn,Thomas Hardy,Thomas Hardy,Sales Representative,Sales Representative,120 Hanover Sq.,120 Hanover Sq.,London,London,,,WA1 1DP,WA1 1DP,UK,UK,(171) 555-7788,(171) 555-7788,(171) 555-6750,(171) 555-6750,10383,10383,AROUT,8,8,1996-12-16 00:00:00,1996-12-16 00:00:00,1997-01-13 00:00:00,1997-01-13 00:00:00,1996-12-18 00:00:00,1996-12-18 00:00:00,3,3,34.2400,34.2400,Around the Horn,Around the Horn,Brook Farm Stratford St. Mary,Brook Farm Stratford St. Mary,Colchester,Colchester,Essex,Essex,CO7 6JX,CO7 6JX,UK,UK,
AROUT,AROUT,Around the Horn,Around the Horn,Thomas Hardy,Thomas Hardy,Sales Representative,Sales Representative,120 Hanover Sq.,120 Hanover Sq.,London,London,,,WA1 1DP,WA1 1DP,UK,UK,(171) 555-7788,(171) 555-7788,(171) 555-6750,(171) 555-6750,10453,10453,AROUT,1,1,1997-02-21 00:00:00,1997-02-21 00:00:00,1997-03-21 00:00:00,1997-03-21 00:00:00,1997-02-26 00:00:00,1997-02-26 00:00:00,2,2,25.3600,25.3600,Around the Horn,Around the Horn,Brook Farm Stratford St. Mary,Brook Farm Stratford St. Mary,Colchester,Colchester,Essex,Essex,CO7 6JX,CO7 6JX,UK,UK,
AROUT,AROUT,Around the Horn,Around the Horn,Thomas Hardy,Thomas Hardy,Sales Representative,Sales Representative,120 Hanover Sq.,120 Hanover Sq.,London,London,,,WA1 1DP,WA1 1DP,UK,UK,(171) 555-7788,(171) 555-7788,(171) 555-6750,(171) 555-6750,10558,10558,AROUT,1,1,1997-06-04 00:00:00,1997-06-04 00:00:00,1997-07-02 00:00:00,1997-07-02 00:00:00,1997-06-10 00:00:00,1997-06-10 00:00:00,2,2,72.9700,72.9700,Around the Horn,Around the Horn,Brook Farm Stratford St. Mary,Brook Farm Stratford St. Mary,Colchester,Colchester,Essex,Essex,CO7 6JX,CO7 6JX,UK,UK,
AROUT,AROUT,Around the Horn,Around the Horn,Thomas Hardy,Thomas Hardy,Sales Representative,Sales Representative,120 Hanover Sq.,120 Hanover Sq.,London,London,,,WA1 1DP,WA1 1DP,UK,UK,(171) 555-7788,(171) 555-7788,(171) 555-6750,(171) 555-6750,10707,10707,AROUT,4,4,1997-10-16 00:00:00,1997-10-16 00:00:00,1997-10-30 00:00:00,1997-10-30 00:00:00,1997-10-23 00:00:00,1997-10-23 00:00:00,3,3,21.7400,21.7400,Around the Horn,Around the Horn,Brook Farm Stratford St. Mary,Brook Farm Stratford St. Mary,Colchester,Colchester,Essex,Essex,CO7 6JX,CO7 6JX,UK,UK,
AROUT,AROUT,Around the Horn,Around the Horn,Thomas Hardy,Thomas Hardy,Sales Representative,Sales Representative,120 Hanover Sq.,120 Hanover Sq.,London,London,,,WA1 1DP,WA1 1DP,UK,UK,(171) 555-7788,(171) 555-7788,(171) 555-6750,(171) 555-6750,10741,10741,AROUT,4,4,1997-11-14 00:00:00,1997-11-14 00:00:00,1997-11-28 00:00:00,1997-11-28 00:00:00,1997-11-18 00:00:00,1997-11-18 00:00:00,3,3,10.9600,10.9600,Around the Horn,Around the Horn,Brook Farm Stratford St. Mary,Brook Farm Stratford St. Mary,Colchester,Colchester,Essex,Essex,CO7 6JX,CO7 6JX,UK,UK,
AROUT,AROUT,Around the Horn,Around the Horn,Thomas Hardy,Thomas Hardy,Sales Representative,Sales Representative,120 Hanover Sq.,120 Hanover Sq.,London,London,,,WA1 1DP,WA1 1DP,UK,UK,(171) 555-7788,(171) 555-7788,(171) 555-6750,(171) 555-6750,10743,10743,AROUT,1,1,1997-11-17 00:00:00,1997-11-17 00:00:00,1997-12-15 00:00:00,1997-12-15 00:00:00,1997-11-21 00:00:00,1997-11-21 00:00:00,2,2,23.7200,23.7200,Around the Horn,Around the Horn,Brook Farm Stratford St. Mary,Brook Farm Stratford St. Mary,Colchester,Colchester,Essex,Essex,CO7 6JX,CO7 6JX,UK,UK,
AROUT,AROUT,Around the Horn,Around the Horn,Thomas Hardy,Thomas Hardy,Sales Representative,Sales Representative,120 Hanover Sq.,120 Hanover Sq.,London,London,,,WA1 1DP,WA1 1DP,UK,UK,(171) 555-7788,(171) 555-7788,(171) 555-6750,(171) 555-6750,10768,10768,AROUT,3,3,1997-12-08 00:00:00,1997-12-08 00:00:00,1998-01-05 00:00:00,1998-01-05 00:00:00,1997-12-15 00:00:00,1997-12-15 00:00:00,2,2,146.3200,146.3200,Around the Horn,Around the Horn,Brook Farm Stratford St. Mary,Brook Farm Stratford St. Mary,Colchester,Colchester,Essex,Essex,CO7 6JX,CO7 6JX,UK,UK,
AROUT,AROUT,Around the Horn,Around the Horn,Thomas Hardy,Thomas Hardy,Sales Representative,Sales Representative,120 Hanover Sq.,120 Hanover Sq.,London,London,,,WA1 1DP,WA1 1DP,UK,UK,(171) 555-7788,(171) 555-7788,(171) 555-6750,(171) 555-6750,10793,10793,AROUT,3,3,1997-12-24 00:00:00,1997-12-24 00:00:00,1998-01-21 00:00:00,1998-01-21 00:00:00,1998-01-08 00:00:00,1998-01-08 00:00:00,3,3,4.5200,4.5200,Around the Horn,Around the Horn,Brook Farm Stratford St. Mary,Brook Farm Stratford St. Mary,Colchester,Colchester,Essex,Essex,CO7 6JX,CO7 6JX,UK,UK,
AROUT,AROUT,Around the Horn,Around the Horn,Thomas Hardy,Thomas Hardy,Sales Representative,Sales Representative,120 Hanover Sq.,120 Hanover Sq.,London,London,,,WA1 1DP,WA1 1DP,UK,UK,(171) 555-7788,(171) 555-7788,(171) 555-6750,(171) 555-6750,10864,10864,AROUT,4,4,1998-02-02 00:00:00,1998-02-02 00:00:00,1998-03-02 00:00:00,1998-03-02 00:00:00,1998-02-09 00:00:00,1998-02-09 00:00:00,2,2,3.0400,3.0400,Around the Horn,Around the Horn,Brook Farm Stratford St. Mary,Brook Farm Stratford St. Mary,Colchester,Colchester,Essex,Essex,CO7 6JX,CO7 6JX,UK,UK,
AROUT,AROUT,Around the Horn,Around the Horn,Thomas Hardy,Thomas Hardy,Sales Representative,Sales Representative,120 Hanover Sq.,120 Hanover Sq.,London,London,,,WA1 1DP,WA1 1DP,UK,UK,(171) 555-7788,(171) 555-7788,(171) 555-6750,(171) 555-6750,10920,10920,AROUT,4,4,1998-03-03 00:00:00,1998-03-03 00:00:00,1998-03-31 00:00:00,1998-03-31 00:00:00,1998-03-09 00:00:00,1998-03-09 00:00:00,2,2,29.6100,29.6100,Around the Horn,Around the Horn,Brook Farm Stratford St. Mary,Brook Farm Stratford St. Mary,Colchester,Colchester,Essex,Essex,CO7 6JX,CO7 6JX,UK,UK,
AROUT,AROUT,Around the Horn,Around the Horn,Thomas Hardy,Thomas Hardy,Sales Representative,Sales Representative,120 Hanover Sq.,120 Hanover Sq.,London,London,,,WA1 1DP,WA1 1DP,UK,UK,(171) 555-7788,(171) 555-7788,(171) 555-6750,(171) 555-6750,10953,10953,AROUT,9,9,1998-03-16 00:00:00,1998-03-16 00:00:00,1998-03-30 00:00:00,1998-03-30 00:00:00,1998-03-25 00:00:00,1998-03-25 00:00:00,2,2,23.7200,23.7200,Around the Horn,Around the Horn,Brook Farm Stratford St. Mary,Brook Farm Stratford St. Mary,Colchester,Colchester,Essex,Essex,CO7 6JX,CO7 6JX,UK,UK,
AROUT,AROUT,Around the Horn,Around the Horn,Thomas Hardy,Thomas Hardy,Sales Representative,Sales Representative,120 Hanover Sq.,120 Hanover Sq.,London,London,,,WA1 1DP,WA1 1DP,UK,UK,(171) 555-7788,(171) 555-7788,(171) 555-6750,(171) 555-6750,11016,11016,AROUT,9,9,1998-04-10 00:00:00,1998-04-10 00:00:00,1998-05-08 00:00:00,1998-05-08 00:00:00,1998-04-13 00:00:00,1998-04-13 00:00:00,2,2,33.8000,33.8000,Around the Horn,Around the Horn,Brook Farm Stratford St. Mary,Brook Farm Stratford St. Mary,Colchester,Colchester,Essex,Essex,CO7 6JX,CO7 6JX,UK,UK,
BERGS,BERGS,Berglunds snabbk?p,Berglunds snabbk?p,Christina Berglund,Christina Berglund,Order Administrator,Order Administrator,Berguvsv?gen  8,Berguvsv?gen  8,Lule?,Lule?,,,S-958 22,S-958 22,Sweden,Sweden,0921-12 34 65,0921-12 34 65,0921-12 34 67,0921-12 34 67,10278,10278,BERGS,8,8,1996-08-12 00:00:00,1996-08-12 00:00:00,1996-09-09 00:00:00,1996-09-09 00:00:00,1996-08-16 00:00:00,1996-08-16 00:00:00,2,2,92.6900,92.6900,Berglunds snabbköp,Berglunds snabbköp,Berguvsvägen  8,Berguvsvägen  8,Luleå,Luleå,,,S-958 22,S-958 22,Sweden,Sweden,
BERGS,BERGS,Berglunds snabbk?p,Berglunds snabbk?p,Christina Berglund,Christina Berglund,Order Administrator,Order Administrator,Berguvsv?gen  8,Berguvsv?gen  8,Lule?,Lule?,,,S-958 22,S-958 22,Sweden,Sweden,0921-12 34 65,0921-12 34 65,0921-12 34 67,0921-12 34 67,10280,10280,BERGS,2,2,1996-08-14 00:00:00,1996-08-14 00:00:00,1996-09-11 00:00:00,1996-09-11 00:00:00,1996-09-12 00:00:00,1996-09-12 00:00:00,1,1,8.9800,8.9800,Berglunds snabbköp,Berglunds snabbköp,Berguvsvägen  8,Berguvsvägen  8,Luleå,Luleå,,,S-958 22,S-958 22,Sweden,Sweden,
BERGS,BERGS,Berglunds snabbk?p,Berglunds snabbk?p,Christina Berglund,Christina Berglund,Order Administrator,Order Administrator,Berguvsv?gen  8,Berguvsv?gen  8,Lule?,Lule?,,,S-958 22,S-958 22,Sweden,Sweden,0921-12 34 65,0921-12 34 65,0921-12 34 67,0921-12 34 67,10384,10384,BERGS,3,3,1996-12-16 00:00:00,1996-12-16 00:00:00,1997-01-13 00:00:00,1997-01-13 00:00:00,1996-12-20 00:00:00,1996-12-20 00:00:00,3,3,168.6400,168.6400,Berglunds snabbköp,Berglunds snabbköp,Berguvsvägen  8,Berguvsvägen  8,Luleå,Luleå,,,S-958 22,S-958 22,Sweden,Sweden,
BERGS,BERGS,Berglunds snabbk?p,Berglunds snabbk?p,Christina Berglund,Christina Berglund,Order Administrator,Order Administrator,Berguvsv?gen  8,Berguvsv?gen  8,Lule?,Lule?,,,S-958 22,S-958 22,Sweden,Sweden,0921-12 34 65,0921-12 34 65,0921-12 34 67,0921-12 34 67,10444,10444,BERGS,3,3,1997-02-12 00:00:00,1997-02-12 00:00:00,1997-03-12 00:00:00,1997-03-12 00:00:00,1997-02-21 00:00:00,1997-02-21 00:00:00,3,3,3.5000,3.5000,Berglunds snabbköp,Berglunds snabbköp,Berguvsvägen  8,Berguvsvägen  8,Luleå,Luleå,,,S-958 22,S-958 22,Sweden,Sweden,
BERGS,BERGS,Berglunds snabbk?p,Berglunds snabbk?p,Christina Berglund,Christina Berglund,Order Administrator,Order Administrator,Berguvsv?gen  8,Berguvsv?gen  8,Lule?,Lule?,,,S-958 22,S-958 22,Sweden,Sweden,0921-12 34 65,0921-12 34 65,0921-12 34 67,0921-12 34 67,10445,10445,BERGS,3,3,1997-02-13 00:00:00,1997-02-13 00:00:00,1997-03-13 00:00:00,1997-03-13 00:00:00,1997-02-20 00:00:00,1997-02-20 00:00:00,1,1,9.3000,9.3000,Berglunds snabbköp,Berglunds snabbköp,Berguvsvägen  8,Berguvsvägen  8,Luleå,Luleå,,,S-958 22,S-958 22,Sweden,Sweden,
BERGS,BERGS,Berglunds snabbk?p,Berglunds snabbk?p,Christina Berglund,Christina Berglund,Order Administrator,Order Administrator,Berguvsv?gen  8,Berguvsv?gen  8,Lule?,Lule?,,,S-958 22,S-958 22,Sweden,Sweden,0921-12 34 65,0921-12 34 65,0921-12 34 67,0921-12 34 67,10524,10524,BERGS,1,1,1997-05-01 00:00:00,1997-05-01 00:00:00,1997-05-29 00:00:00,1997-05-29 00:00:00,1997-05-07 00:00:00,1997-05-07 00:00:00,2,2,244.7900,244.7900,Berglunds snabbköp,Berglunds snabbköp,Berguvsvägen  8,Berguvsvägen  8,Luleå,Luleå,,,S-958 22,S-958 22,Sweden,Sweden,
BERGS,BERGS,Berglunds snabbk?p,Berglunds snabbk?p,Christina Berglund,Christina Berglund,Order Administrator,Order Administrator,Berguvsv?gen  8,Berguvsv?gen  8,Lule?,Lule?,,,S-958 22,S-958 22,Sweden,Sweden,0921-12 34 65,0921-12 34 65,0921-12 34 67,0921-12 34 67,10572,10572,BERGS,3,3,1997-06-18 00:00:00,1997-06-18 00:00:00,1997-07-16 00:00:00,1997-07-16 00:00:00,1997-06-25 00:00:00,1997-06-25 00:00:00,2,2,116.4300,116.4300,Berglunds snabbköp,Berglunds snabbköp,Berguvsvägen  8,Berguvsvägen  8,Luleå,Luleå,,,S-958 22,S-958 22,Sweden,Sweden,
BERGS,BERGS,Berglunds snabbk?p,Berglunds snabbk?p,Christina Berglund,Christina Berglund,Order Administrator,Order Administrator,Berguvsv?gen  8,Berguvsv?gen  8,Lule?,Lule?,,,S-958 22,S-958 22,Sweden,Sweden,0921-12 34 65,0921-12 34 65,0921-12 34 67,0921-12 34 67,10626,10626,BERGS,1,1,1997-08-11 00:00:00,1997-08-11 00:00:00,1997-09-08 00:00:00,1997-09-08 00:00:00,1997-08-20 00:00:00,1997-08-20 00:00:00,2,2,138.6900,138.6900,Berglunds snabbköp,Berglunds snabbköp,Berguvsvägen  8,Berguvsvägen  8,Luleå,Luleå,,,S-958 22,S-958 22,Sweden,Sweden,
BERGS,BERGS,Berglunds snabbk?p,Berglunds snabbk?p,Christina Berglund,Christina Berglund,Order Administrator,Order Administrator,Berguvsv?gen  8,Berguvsv?gen  8,Lule?,Lule?,,,S-958 22,S-958 22,Sweden,Sweden,0921-12 34 65,0921-12 34 65,0921-12 34 67,0921-12 34 67,10654,10654,BERGS,5,5,1997-09-02 00:00:00,1997-09-02 00:00:00,1997-09-30 00:00:00,1997-09-30 00:00:00,1997-09-11 00:00:00,1997-09-11 00:00:00,1,1,55.2600,55.2600,Berglunds snabbköp,Berglunds snabbköp,Berguvsvägen  8,Berguvsvägen  8,Luleå,Luleå,,,S-958 22,S-958 22,Sweden,Sweden,
BERGS,BERGS,Berglunds snabbk?p,Berglunds snabbk?p,Christina Berglund,Christina Berglund,Order Administrator,Order Administrator,Berguvsv?gen  8,Berguvsv?gen  8,Lule?,Lule?,,,S-958 22,S-958 22,Sweden,Sweden,0921-12 34 65,0921-12 34 65,0921-12 34 67,0921-12 34 67,10672,10672,BERGS,9,9,1997-09-17 00:00:00,1997-09-17 00:00:00,1997-10-01 00:00:00,1997-10-01 00:00:00,1997-09-26 00:00:00,1997-09-26 00:00:00,2,2,95.7500,95.7500,Berglunds snabbköp,Berglunds snabbköp,Berguvsvägen  8,Berguvsvägen  8,Luleå,Luleå,,,S-958 22,S-958 22,Sweden,Sweden,
BERGS,BERGS,Berglunds snabbk?p,Berglunds snabbk?p,Christina Berglund,Christina Berglund,Order Administrator,Order Administrator,Berguvsv?gen  8,Berguvsv?gen  8,Lule?,Lule?,,,S-958 22,S-958 22,Sweden,Sweden,0921-12 34 65,0921-12 34 65,0921-12 34 67,0921-12 34 67,10689,10689,BERGS,1,1,1997-10-01 00:00:00,1997-10-01 00:00:00,1997-10-29 00:00:00,1997-10-29 00:00:00,1997-10-07 00:00:00,1997-10-07 00:00:00,2,2,13.4200,13.4200,Berglunds snabbköp,Berglunds snabbköp,Berguvsvägen  8,Berguvsvägen  8,Luleå,Luleå,,,S-958 22,S-958 22,Sweden,Sweden,
